name,category,price,color,sizes,details,style,about,picture,web
Havaianas,Slim Follage Flip Flops,$22.40,Rosa Quartz,"['39/40', '41/42']","['Fabric: Rubber', 'Textured logo straps', 'Rose-gold-tone flower accent', 'Print pattern', 'Flip-flops', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40181,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai40181140b7/havai40181140b7_q4_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-follage-flip-flops-havaianas/vp/v=1/1527363048.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=140B7
Havaianas,Slim Glitter Flip Flops,$34.00,Ballet Rose,"['35/36', '37/38', '39/40', '41/42']","['Fabric: Rubber', 'Textured footbed', 'Glittery straps', 'Flip-flops', 'Flat profile', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40172,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4017210b4d/havai4017210b4d_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-glitter-flip-flops-havaianas/vp/v=1/1509618800.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10B4D
Havaianas,Slim Hibisco Flip Flops,$21.00,White,"['35/36', '37/38', '39/40', '41/42']","['Fabric: Rubber', 'Tropical print', 'Flip-flops', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40183,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4018312397/havai4018312397_q5_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-hibisco-flip-flops-havaianas/vp/v=1/1579414953.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12397
Havaianas,Slim Paisage Flip Flops,$23.80,Beige/Turquoise,['41/42'],"['Fabric: Rubber', 'Translucent logo strap', 'Print pattern', 'Flip-flops', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40168,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai40168138e4/havai40168138e4_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-paisage-flip-flops-havaianas/vp/v=1/1571421198.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=138E4
Havaianas,Slim Sensation Flip Flops,$34.00,Pollen Yellow,"['35/36', '37/38', '39/40', '41/42']","['Fabric: Rubber', 'Fruit print', 'Textured footbed', 'Flip-flops', 'Flat profile', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40171,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai40171138e5/havai40171138e5_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-sensation-flip-flops-havaianas/vp/v=1/1524370171.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=138E5
Havaianas,Slim Tropical Floral Flip Flops,$21.00,Black/Black/Imperial Palace,['41/42'],"['Fabric: Rubber', 'Stripe pattern', 'Floral print', 'Flip-flops', 'Open toe', 'Rubber sole', 'Imported, Brazil']",HAVAI40189,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai40189140e1/havai40189140e1_q4_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-tropical-floral-flip-flops/vp/v=1/1572588457.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=140E1
Havaianas,Slim Tropical Strap Flip Flops,$21.00,Black/Mystic,['39/40'],"['Fabric: Rubber', 'Tropical pattern', 'Flip-flops', 'Open toe', 'Rubber sole', 'Imported, Brazil']",HAVAI40190,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4019062011/havai4019062011_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-tropical-strap-flip-flops/vp/v=1/1590547942.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=62011
Havaianas,Slim USA Logo Flip Flops,$28.00,Navy Blue,"['35/36', '37/38', '39/40', '41/42']","['Fabric: Rubber', 'Stripe accent', 'Flip flops', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40176,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4017610601/havai4017610601_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-usa-logo-flip-flops/vp/v=1/1558058812.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10601
Havaianas,Slim Watercolor Flip Flops,$24.00,White,"['35/36', '37/38', '39/40', '41/42']","['Fabric: Rubber', 'Stars-and-stripes print', 'Flip-flops', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40175,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4017512397/havai4017512397_q5_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-usa-watercolor-flip-flops/vp/v=1/1504978654.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12397
No. 21,Slingback Bow Sandals,$187.50,Black,['40'],"['Fabric: Satin / PVC', 'Bow accent', 'Sling-back strap', 'Stiletto heel', 'Open toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",NOTWO30546,"No. 21 is the signature project of acclaimed Italian designer Alessandro Dell'Acqua. An immediate smash hit with fashion editors and critics at its launch in 2010, the innovative line showcases Dell'Acqua's long experience as a designer of luxury knitwear and ready-to-wear. With his great technical knowledge and innate fashion sensibility, Dell'Acqua?™s designs meld clean cuts with a sensual femininity for an ultimately modern look.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/notwo/notwo305461071c/notwo305461071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slingbacks-bow-sandal-no-21/vp/v=1/1506262619.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Brock Collection,Slingback Pumps,$695.00,Rose,"['35', '36', '36.5', '37', '37.5', '38', '39.5', '40']","['Fabric: Jacquard', 'Tweed vamp strap', 'Slingback at heel', 'Stacked french heel', 'Pointed toe', 'Rubber heel patch at leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",BROCK30002,Coming Soon,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/brock/brock3000212d01/brock3000212d01_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slingback-pump-brock-collection/vp/v=1/1503616950.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12D01
Mansur Gavriel,Slingback Pumps,$475.00,Classic,"['35', '35.5', '36', '36.5', '37', '37.5', '38', '38.5', '39', '39.5', '40', '41']","['Leather: Cowhide', 'Croc-embossed texture', 'Lightly cushioned footbed', 'Covered chunky heel', 'Slingback strap with buckle closure', 'Pointed toe', 'Rubber heel patch at leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",MANDB30044,Coming Soon,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mandb/mandb3004412118/mandb3004412118_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slingback-mansur-gavriel/vp/v=1/1555288784.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12118
Marni,Slingback Pumps,$340.00,Lily White,['40'],"['Leather: Sheepskin', 'Metallic trim', 'Patent leather', 'Sling-back strap', 'Chunky heel', 'Buckle at side', 'Pointed toe', 'Rubber heel patch at leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",MARDB30365,"Consuelo and Gianni Castiglioni introduced the opening Marni collection in 1994, bringing the first glimpse of the label?™s iconic, eclectic style to the world of high-end fashion. The Marni aesthetic is founded on bold prints, sculptural cuts, and artistic elements that inspired the phrase ?˜creative-chic,??which defines the label?™s signature look. That same lively edge continues to drive the brand today, making Marni clothing some of the most unique and modern in the world of luxury apparel.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mardb/mardb3036532144/mardb3036532144_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slingback-pump-marni/vp/v=1/1597017457.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=32144
No. 21,Slingback Sandals,$725.00,Fuschia,"['37', '38', '38.5']","['Fabric: Satin', 'Leather lining', 'Crystal accents', 'Sling-back strap', 'Kitten heel', 'Open toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",NOTWO30559,"No. 21 is the signature project of acclaimed Italian designer Alessandro Dell'Acqua. An immediate smash hit with fashion editors and critics at its launch in 2010, the innovative line showcases Dell'Acqua's long experience as a designer of luxury knitwear and ready-to-wear. With his great technical knowledge and innate fashion sensibility, Dell'Acqua?™s designs meld clean cuts with a sensual femininity for an ultimately modern look.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/notwo/notwo3055987760/notwo3055987760_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slingback-sandal-no-21/vp/v=1/1507152737.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=87760
